,_id,w_date,w_weight,w_fat,w_exer,w_drunk,w_val_a,w_val_b,w_val_c,w_check_a,w_check_b,w_check_c,w_memo
105,106,2018-12-22,0,0,false,false,0,0,0,false,false,false,
106,107,2018-12-27,8600,0,false,false,0,0,0,false,false,false,
107,108,2018-12-29,8600,0,false,false,0,0,0,false,false,false,
108,109,2018-12-28,8600,0,false,false,0,0,0,false,false,false,
109,110,2019-01-02,8820,0,false,false,0,0,0,false,false,false,
110,111,2019-01-01,8820,0,false,false,0,0,0,false,false,false,
111,112,2018-12-31,8730,0,false,false,0,0,0,false,false,false,
112,113,2018-12-30,0,0,false,false,0,0,0,false,false,false,
113,114,2019-01-03,8650,0,false,false,0,0,0,false,false,false,
114,115,2019-01-06,8810,0,false,false,0,0,0,false,false,false,
115,116,2019-01-05,0,0,false,false,0,0,0,false,false,false,
116,117,2019-01-04,0,0,false,false,0,0,0,false,false,false,
117,118,2019-01-07,8810,0,false,false,0,0,0,false,false,false,
118,119,2019-01-08,8720,0,false,false,0,0,0,false,false,false,"- 195 g Tunfisch
- 200 g Bulgar
- 250 g Spinat
- 5 Stücke Schokolade
- 1 Mini Knopers
- 100 M und Ms
- 200 g Schinken
- 3 scheiben Brot
- 4 Karotten
- 3 Orangen"
119,120,2019-01-09,8660,0,false,false,0,0,0,false,false,false,
120,121,2019-01-11,8700,0,false,false,0,0,0,false,false,false,- 100 g Smarties
121,122,2019-01-10,8700,0,false,false,0,0,0,false,false,false,
122,123,2019-01-14,8900,0,false,false,0,0,0,false,false,false,"- 2 idina rollen: 250
- 2 Schüsseln Gemüse: 250
- 1 Suppe: 120
- Thunfisch: 200
- 200 g Kochschinken: 250
- 3 Scheiben Puppernikel: 200 g"
123,124,2019-01-13,0,0,false,false,0,0,0,false,false,false,
124,125,2019-01-12,0,0,false,false,0,0,0,false,false,false,
125,126,2019-01-15,8800,0,false,false,0,0,0,false,false,false,
126,127,2019-01-16,8670,0,false,false,0,0,0,false,false,false,
127,128,2019-01-17,8830,0,false,false,0,0,0,false,false,false,
128,129,2019-01-18,8780,0,false,false,0,0,0,false,false,false,
129,130,2019-01-19,8660,0,false,false,0,0,0,false,false,false,
130,131,2019-01-20,8680,0,false,false,0,0,0,false,false,false,
131,132,2019-01-21,8670,0,false,false,0,0,0,false,false,false,
132,133,2019-01-22,8650,0,false,false,0,0,0,false,false,false,
133,134,2019-01-23,8690,0,false,false,0,0,0,false,false,false,
134,135,2019-01-24,0,0,false,false,0,0,0,false,false,false,
135,136,2019-01-26,8720,0,false,false,0,0,0,false,false,false,
136,137,2019-01-25,0,0,false,false,0,0,0,false,false,false,
137,138,2019-01-28,8780,0,false,false,0,0,0,false,false,false,
138,139,2019-01-27,0,0,false,false,0,0,0,false,false,false,
139,140,2019-01-30,0,0,false,false,0,0,0,false,false,false,
140,141,2019-01-29,0,0,false,false,0,0,0,false,false,false,
141,142,2019-02-01,0,0,false,false,0,0,0,false,false,false,
142,143,2019-01-31,0,0,false,false,0,0,0,false,false,false,
143,144,2019-02-03,0,0,false,false,0,0,0,false,false,false,
144,145,2019-02-02,0,0,false,false,0,0,0,false,false,false,
145,146,2019-02-04,0,0,false,false,0,0,0,false,false,false,
146,147,2019-02-05,8900,0,false,false,0,0,0,false,false,false,
147,148,2019-02-07,0,0,false,false,0,0,0,false,false,false,
148,149,2019-02-06,0,0,false,false,0,0,0,false,false,false,
149,150,2019-02-08,8760,0,false,false,0,0,0,false,false,false,
150,151,2019-02-10,0,0,false,false,0,0,0,false,false,false,
151,152,2019-02-09,0,0,false,false,0,0,0,false,false,false,
152,153,2019-02-12,8800,0,false,false,0,0,0,false,false,false,
153,154,2019-02-11,0,0,false,false,0,0,0,false,false,false,
154,155,2019-02-14,8770,0,false,false,0,0,0,false,false,false,
155,156,2019-02-13,0,0,false,false,0,0,0,false,false,false,
156,157,2019-02-15,8840,0,false,false,0,0,0,false,false,false,
157,158,2019-02-16,8640,0,false,false,0,0,0,false,false,false,
158,159,2019-02-18,8860,0,false,false,0,0,0,false,false,false,
159,160,2019-02-17,0,0,false,false,0,0,0,false,false,false,
160,161,2019-02-19,0,0,false,false,0,0,0,false,false,false,
161,162,2019-02-22,9000,0,false,false,0,0,0,false,false,false,
162,163,2019-02-21,0,0,false,false,0,0,0,false,false,false,
163,164,2019-02-20,0,0,false,false,0,0,0,false,false,false,
164,165,2019-02-25,8900,0,false,false,0,0,0,false,false,false,
165,166,2019-02-24,0,0,false,false,0,0,0,false,false,false,
166,167,2019-02-23,0,0,false,false,0,0,0,false,false,false,
167,168,2019-02-27,0,0,false,false,0,0,0,false,false,false,
168,169,2019-02-26,0,0,false,false,0,0,0,false,false,false,
169,170,2019-02-28,0,0,false,false,0,0,0,false,false,false,
170,171,2019-03-01,0,0,false,false,0,0,0,false,false,false,
171,172,2019-03-03,8650,0,false,false,0,0,0,false,false,false,
172,173,2019-03-02,8670,0,false,false,0,0,0,false,false,false,
173,174,2019-03-04,8650,0,false,false,0,0,0,false,false,false,
174,175,2019-03-05,8660,0,false,false,0,0,0,false,false,false,
175,176,2019-03-06,8660,0,false,false,0,0,0,false,false,false,
176,177,2019-03-07,0,0,false,false,0,0,0,false,false,false,
177,178,2019-03-09,0,0,false,false,0,0,0,false,false,false,
178,179,2019-03-08,0,0,false,false,0,0,0,false,false,false,
179,180,2019-03-12,8590,0,false,false,0,0,0,false,false,false,
180,181,2019-03-11,8700,0,false,false,0,0,0,false,false,false,
181,182,2019-03-10,0,0,false,false,0,0,0,false,false,false,
182,183,2019-03-13,8610,0,false,false,0,0,0,false,false,false,
183,184,2019-03-14,8610,0,false,false,0,0,0,false,false,false,
184,185,2019-03-16,8700,0,false,false,0,0,0,false,false,false,
185,186,2019-03-15,0,0,false,false,0,0,0,false,false,false,
186,187,2019-03-17,8670,0,false,false,0,0,0,false,false,false,
187,188,2019-03-18,8730,0,false,false,0,0,0,false,false,false,
188,189,2019-03-19,8690,0,false,false,0,0,0,false,false,false,
189,190,2019-03-20,8570,0,false,false,0,0,0,false,false,false,
190,191,2019-03-21,8800,0,false,false,0,0,0,false,false,false,
191,192,2019-03-23,8710,0,false,false,0,0,0,false,false,false,
192,193,2019-03-22,0,0,false,false,0,0,0,false,false,false,
193,194,2019-03-25,8730,0,false,false,0,0,0,false,false,false,
194,195,2019-03-24,0,0,false,false,0,0,0,false,false,false,
195,196,2019-03-26,8630,0,false,false,0,0,0,false,false,false,
196,197,2019-03-27,8570,0,false,false,0,0,0,false,false,false,
197,198,2019-03-28,8500,0,false,false,0,0,0,false,false,false,
198,199,2019-03-29,8570,0,false,false,0,0,0,false,false,false,
199,200,2019-03-30,8500,0,false,false,0,0,0,false,false,false,
200,201,2019-03-31,8560,0,false,false,0,0,0,false,false,false,
201,202,2019-04-01,8600,0,false,false,0,0,0,false,false,false,
202,203,2019-04-02,8500,0,false,false,0,0,0,false,false,false,
203,204,2019-04-03,0,0,false,false,0,0,0,false,false,false,
204,205,2019-04-05,8630,0,false,false,0,0,0,false,false,false,
205,206,2019-04-04,0,0,false,false,0,0,0,false,false,false,
206,207,2019-04-06,8420,0,false,false,0,0,0,false,false,false,
207,208,2019-04-08,8720,0,true,false,0,0,0,false,false,false,
208,209,2019-04-07,0,0,false,false,0,0,0,false,false,false,
209,210,2019-04-09,8540,0,false,false,0,0,0,false,false,false,
210,211,2019-04-10,8480,0,false,false,0,0,0,false,false,false,
211,212,2019-04-11,8430,0,false,false,0,0,0,false,false,false,
212,213,2019-04-12,8500,0,false,false,0,0,0,false,false,false,
213,214,2019-04-15,8630,0,false,false,0,0,0,false,false,false,
214,215,2019-04-14,0,0,false,false,0,0,0,false,false,false,
215,216,2019-04-13,0,0,false,false,0,0,0,false,false,false,
216,217,2019-04-16,8540,0,false,false,0,0,0,false,false,false,
217,218,2019-04-17,8500,0,false,false,0,0,0,false,false,false,
218,219,2019-04-18,8510,0,false,false,0,0,0,false,false,false,
219,220,2019-04-20,8610,0,false,false,0,0,0,false,false,false,
220,221,2019-04-19,0,0,false,false,0,0,0,false,false,false,
221,222,2019-04-22,0,0,true,false,0,0,0,false,false,false,
222,223,2019-04-21,0,0,false,false,0,0,0,false,false,false,
223,224,2019-04-23,8650,0,false,false,0,0,0,false,false,false,
224,225,2019-04-24,8640,0,false,false,0,0,0,false,false,false,
225,226,2019-04-25,8560,0,false,false,0,0,0,false,false,false,
226,227,2019-04-26,8530,0,false,false,0,0,0,false,false,false,
227,228,2019-04-28,8480,0,false,false,0,0,0,false,false,false,
228,229,2019-04-27,8420,0,false,false,0,0,0,false,false,false,
229,230,2019-04-29,8570,0,false,false,0,0,0,false,false,false,
230,231,2019-04-30,8610,0,false,false,0,0,0,false,false,false,
231,232,2019-05-02,0,0,false,false,0,0,0,false,false,false,
232,233,2019-05-01,0,0,false,false,0,0,0,false,false,false,
233,234,2019-05-03,8800,0,false,false,0,0,0,false,false,false,
234,235,2019-05-04,0,0,false,false,0,0,0,false,false,false,
235,236,2019-05-12,0,0,false,false,0,0,0,false,false,false,
236,237,2019-05-11,0,0,false,false,0,0,0,false,false,false,
237,238,2019-05-10,0,0,false,false,0,0,0,false,false,false,
238,239,2019-05-09,0,0,false,false,0,0,0,false,false,false,
239,240,2019-05-08,0,0,false,false,0,0,0,false,false,false,
240,241,2019-05-07,0,0,false,false,0,0,0,false,false,false,
241,242,2019-05-06,0,0,false,false,0,0,0,false,false,false,
242,243,2019-05-05,0,0,false,false,0,0,0,false,false,false,
243,244,2019-05-14,0,0,false,false,0,0,0,false,false,false,
244,245,2019-05-13,0,0,false,false,0,0,0,false,false,false,
245,246,2019-05-17,8770,0,false,false,0,0,0,false,false,false,
246,247,2019-05-16,0,0,false,false,0,0,0,false,false,false,
247,248,2019-05-15,0,0,false,false,0,0,0,false,false,false,
248,249,2019-05-20,8870,0,false,false,0,0,0,false,false,false,
249,250,2019-05-19,0,0,false,false,0,0,0,false,false,false,
250,251,2019-05-18,0,0,false,false,0,0,0,false,false,false,
251,252,2019-05-21,8820,0,false,false,0,0,0,false,false,false,
252,253,2019-05-29,8900,0,false,false,0,0,0,false,false,false,
253,254,2019-05-28,0,0,false,false,0,0,0,false,false,false,
254,255,2019-05-27,0,0,false,false,0,0,0,false,false,false,
255,256,2019-05-26,0,0,false,false,0,0,0,false,false,false,
256,257,2019-05-25,0,0,false,false,0,0,0,false,false,false,
257,258,2019-05-24,0,0,false,false,0,0,0,false,false,false,
258,259,2019-05-23,0,0,false,false,0,0,0,false,false,false,
259,260,2019-05-22,0,0,false,false,0,0,0,false,false,false,
260,261,2019-05-31,8990,0,false,false,0,0,0,false,false,false,
261,262,2019-05-30,8900,0,false,false,0,0,0,false,false,false,
262,263,2019-06-01,8830,0,false,false,0,0,0,false,false,false,
263,264,2019-06-02,8750,0,false,false,0,0,0,false,false,false,
264,265,2019-06-03,8830,0,false,false,0,0,0,false,false,false,
265,266,2019-06-04,8740,0,false,false,0,0,0,false,false,false,200
266,267,2019-06-06,8830,0,false,false,0,0,0,false,false,false,
267,268,2019-06-05,0,0,false,false,0,0,0,false,false,false,
268,269,2019-06-08,0,0,false,false,0,0,0,false,false,false,
269,270,2019-06-07,0,0,false,false,0,0,0,false,false,false,
270,271,2019-06-09,0,0,false,false,0,0,0,false,false,false,
271,272,2019-06-10,0,0,false,false,0,0,0,false,false,false,
272,273,2019-06-11,8930,0,false,false,0,0,0,false,false,false,
273,274,2019-06-13,8930,0,false,false,0,0,0,false,false,false,"Frühstück: 
-- 200 g Hinterschenken: 250 kcal
-- 2 Weckle: 300 kcal
==={500 kcal"
274,275,2019-06-12,8900,0,false,false,0,0,0,false,false,false,
275,276,2019-06-14,8910,0,false,false,0,0,0,false,false,false,"Summe 2400 
Frühstück
-- 150 Schibkrn: 300 kval
-- 2 Eier : 150 kcal
===== 450 kcal
Mittagessen
--200 g fisch: 300 kcal
-- 300 g kartofelpUree: 600 kcal
--- 250 g mais: 200 kcal
==== 1100 kcal
--- Abendessen
- 2 Maultaschen: 200 kval
- Sandwicheis: 170 kcal
- Meloneneis: 108 kval
- Brezelen: 250 kca"
276,277,2019-06-15,8910,0,false,false,0,0,0,false,false,false,"Summe: 1500
----Frühstück
--- 200 g Fleisch: 300 kcal
--- 2 Schalen Müsli: 500 kval

--- Mittagessen
-- 1 Tellrr: 400 kcal
-- 2 Hände Nudeln mit Schmelz:300 kcal"
277,278,2019-06-16,8830,0,false,false,0,0,0,false,false,false,"Summe: 2900
-Frühstück: 1350
-- Sandwicheseis: 500 kcal
--Bubble Gum Eis: 250 kcal
-- 350 g Fleisch, Soße: 600 kcal
Mittagessen: 600
--- 300 g Pute : 600 kcal
Abendessen: 1000 kcal
--- 25 Nüsse: 250 kcal
--- 3 Keks 225 kcal
---- 1 Suppe: 150 kcal
---- Bub Gum Eis: 150 kcal
---- Käseknecke 225"
278,279,2019-06-17,8930,0,false,false,0,0,0,false,false,false,"----Frühstück:1100
-- 2 Schüsseln Müsli: 600 kcal
-- 2 Brote mit Wurst: 500 kcal"
279,280,2019-06-18,8830,0,false,false,0,0,0,false,false,false,
280,281,2019-06-19,8860,0,false,false,0,0,0,false,false,false,"Summe: 2000 kcal
---+Frühstück: 800
-- 150 g Hinterschenken: 300
--- 2 Schussln Müsli: : 500
Mittagessen: 800 g
---  200 g Thunfisch: 250 g
--- 3 Bananen: 250 kcal
--- 1 kg Wassermelone:  300 kcal
Abendessen: 610
--  Suppe 240 kcal
-- 250 g Hähnchen: 300 kcal
-- 3 Wassereis: 60 kcal"
281,282,2019-06-20,8790,0,false,false,0,0,0,false,false,false,"Summe: 2300 kval
Frühstück:
--- 1 Bubble Eis: 150 kcal
--- 0,5 Mars: 101 kcal
--- 1 Schussle Musli: 300 kcal
---150 G Fleisch: 250 kcal
--- 1 Kakruseis: 150
--- 1 Meloneneis: 100 kval
--- 1 Maultaschen: 360 kcal
Mittagessen
nichts
Abendessen990
-- Tuhnfisch 200
--- 700"
282,283,2019-06-21,8820,0,false,false,0,0,0,false,false,false,"FrUhstuck: 1330
-- 1 Bubble Ris 120
-- Pizza 250
--2 Schussel musli 300
-- 2 Kekse : 150
-- 2 Brot 250 kcal
-- 250 Hintrrschinken 250 kcal"
283,284,2019-06-22,8830,0,false,false,0,0,0,false,false,false,
284,285,2019-06-23,8880,0,true,false,0,0,0,false,false,false,"Summe: 1600 kcal
Frühstück
- 200 g Fleisch 300 kval
- 1 Weckle: 200 kval

Mittagessen:
-- 400 g Fleiwch: 500 kval
-- 10 Pommis: 200 kcal
- Kuchen 400 kcal"
285,286,2019-06-24,8720,0,false,false,0,0,0,false,false,false,"Summe: 1750 kcal
Frühstück
- 200 g Fleisch 400 kval
- 150 g Honigmelone; 100 kcal
- 1 Butterfinger: 250 kcal

Mittagessen: 850
- 200 g Thunfisch: 250
- Suppe: 250 kcal
- Melonw: 100 kcal
- Butterfinger: 250 kval

Abendessen
- Thunfisch 200 kcal
- Suppe : 210 jcal"
286,287,2019-06-25,8770,0,false,false,0,0,0,false,false,false,"Summe: 1050 
Frühstück
-- 200 g Schweinerücken mit Soße 250 kcal
-- Halbes Brötchen: 100 kcal
Mittagessen: 700 kcL
-- 200 g Tunfisch 250 kcal
-- Salat: 250 kcal
--- Suppe: 200 kcal"
287,288,2019-06-26,8830,0,false,false,0,0,0,false,false,false,
288,289,2019-06-27,8830,0,false,false,0,0,0,false,false,false,Kein Abendessen
289,290,2019-06-28,8740,0,false,false,0,0,0,false,false,false,"Summe: 1850 kcal 
Fruhstuck: 850
 -- 200 g Tortellini: 250 kcal
-- 100 g Käse: 400 kval
--- 150 g RINDFLEISCH: 200 KCAL
----
Mittagessen: 1000
-- Tuhnfisch: 250 kcal
-- Salad: 300kcal
-- 500 g Kirschdn: 350 kcal
-- Rafoell 70 kcL
-- Minimary: 130 kcal"
290,291,2019-06-29,0,0,false,false,0,0,0,false,false,false,
291,292,2019-07-01,0,0,false,false,0,0,0,false,false,false,
292,293,2019-06-30,0,0,false,false,0,0,0,false,false,false,
293,294,2019-07-02,0,0,false,false,0,0,0,false,false,false,
294,295,2019-07-04,0,0,false,false,0,0,0,false,false,false,
295,296,2019-07-03,0,0,false,false,0,0,0,false,false,false,
296,297,2019-07-05,0,0,false,false,0,0,0,false,false,false,
297,298,2019-07-06,0,0,false,false,0,0,0,false,false,false,
298,299,2019-07-07,0,0,false,false,0,0,0,false,false,false,
299,300,2019-07-08,0,0,false,false,0,0,0,false,false,false,
300,301,2019-07-10,0,0,false,false,0,0,0,false,false,false,
301,302,2019-07-09,0,0,false,false,0,0,0,false,false,false,
302,303,2019-07-11,0,0,false,false,0,0,0,false,false,false,
303,304,2019-07-13,0,0,false,false,0,0,0,false,false,false,
304,305,2019-07-12,0,0,false,false,0,0,0,false,false,false,
305,306,2019-07-16,0,0,false,false,0,0,0,false,false,false,
306,307,2019-07-15,0,0,false,false,0,0,0,false,false,false,
307,308,2019-07-14,0,0,false,false,0,0,0,false,false,false,
308,309,2019-07-17,0,0,false,false,0,0,0,false,false,false,
309,310,2019-07-18,0,0,false,false,0,0,0,false,false,false,
310,311,2019-07-19,0,0,false,false,0,0,0,false,false,false,
311,312,2019-07-21,0,0,false,false,0,0,0,false,false,false,
312,313,2019-07-20,0,0,false,false,0,0,0,false,false,false,
313,314,2019-07-22,0,0,false,false,0,0,0,false,false,false,
314,315,2019-07-23,0,0,false,false,0,0,0,false,false,false,
315,316,2019-07-24,8860,0,false,false,0,0,0,false,false,false,
316,317,2019-07-25,0,0,false,false,0,0,0,false,false,false,
317,318,2019-07-27,8920,0,false,false,0,0,0,false,false,false,
318,319,2019-07-26,0,0,false,false,0,0,0,false,false,false,
319,320,2019-07-29,0,0,false,false,0,0,0,false,false,false,
320,321,2019-07-28,0,0,false,false,0,0,0,false,false,false,
321,322,2019-07-30,0,0,false,false,0,0,0,false,false,false,
322,323,2019-07-31,0,0,false,false,0,0,0,false,false,false,
323,324,2019-08-01,8960,0,false,false,0,0,0,false,false,false,"Summe: 600 kcal 
Frühstück:
- 200 g Schweinefleisch:  350 kcal
- Ein Brötchen 240 kcal"
324,325,2019-08-03,0,0,false,false,0,0,0,false,false,false,
325,326,2019-08-02,0,0,false,false,0,0,0,false,false,false,
326,327,2019-08-04,9060,0,false,false,0,0,0,false,false,false,Pizza zum Frühstück
327,328,2019-08-05,8960,0,false,false,0,0,0,false,false,false,"Sumne: 950 kcL 
Frühstück: 
-- 200 g Hinterschinken: 300 kcL
Mittagessen
-- 200 g Schweinefleisch 500 kcal
--- 300 g Sauerkraut: 150 kca"
328,329,2019-08-06,8970,0,false,true,0,0,0,false,false,false,"Großes Abendessen ( 3 Steak, 1 Bubble Eis, 300 g Wassermelone, 40 g Rosien,"
329,330,2019-08-07,8960,0,false,false,0,0,0,false,false,false,"Summe: 750
# Breakfast:
-- 300 g Steak: 600 kcal
--- 0,5 Beagle: 150 kcal
+++ 750"
330,331,2019-08-09,0,0,false,false,0,0,0,false,false,false,
331,332,2019-08-08,0,0,false,false,0,0,0,false,false,false,
332,333,2019-08-12,0,0,false,false,0,0,0,false,false,false,
333,334,2019-08-11,0,0,false,false,0,0,0,false,false,false,
334,335,2019-08-10,0,0,false,false,0,0,0,false,false,false,
335,336,2019-08-13,9060,0,false,false,0,0,0,false,false,false,
336,337,2019-08-14,8970,0,false,false,0,0,0,false,false,false,"Sum: 3530
 +++Breakfast: 633
- BumBum Ice: 150 kval
- Schokolade: 150 kcal
- Schaschlik: 333 kcal
+++ Mittagessen:1400
-- Schnitzel: 400 
-- Tuhnfisch: 250 
--- 2 warps: 600 
-- 🥗 200 
Ab.: 1300
- 1 Scheibe Leberkäse: 250 
- 1 wurst: 250 
-  Nudelsalat: 250 
- Stockbrot 250
-- schussle eis 300"
337,338,2019-08-15,8980,0,false,false,0,0,0,false,false,false,
338,339,2019-08-16,8900,0,false,false,0,0,0,false,false,false,
339,340,2019-08-17,8860,0,false,false,0,0,0,false,false,false,"Summe: 2300 kcal
- 3* 160 kcal toasty: 480 
- Bunle gum eis: 200 kal
- Kaktuseis: 200
- Kalematie: 250 
- Schokolade: 160
Mittagessen:
-- 300 g chickem : 700 kcAl
- chines leftover 400 kcal"
340,341,2019-08-18,8820,0,false,false,0,0,0,false,false,false,
341,342,2019-08-19,8790,0,false,false,0,0,0,false,false,false,"Summe: 1500 
Frühstück:
- 350*3,5 Kassler: 525 kcal
- Spagetti: 275 kcal
Mittagessen:
-1 Dose Thunfisch: 200 kcal
- 2 kleine Schusselb Mais: 500 kcal"
